Id,SalePrice
1711,272893.32
1712,249743.74
1713,264364.93
1714,220068.38
1715,202152.49
1716,179057.79
1717,163656.04
1718,137232.9
1719,209971.85
1720,253846.83
1721,166801.11
1722,130106.75
1723,154818.11
1724,212592.5
1725,234821.78
1726,190314.5
1727,173460.97
1728,187765.55
1729,162697.87
1730,163252.68
1731,124552.24
1732,134585.6
1733,125219.7
1734,133468.5
1735,135083.58
1736,119203.16
1737,345221.5
1738,211195.15
1739,291494.09
1740,215555.75
1741,190174.69
1742,171946.39
1743,174227.01
1744,310018.49
1745,227910.62
1746,249985.75
1747,212530.94
1748,218157.33
1749,163697.32
1750,150069.5
1751,230065.28
1752,122010.5
1753,145954.97
1754,210575.01
1755,167330.0
1756,119429.26
1757,119682.32
1758,151136.59
1759,163132.14
1760,165987.87
1761,150267.07
1762,176466.3
1763,171432.5
1764,119393.25
1765,186287.2
1766,172703.0
1767,204027.86
1768,139477.93
1769,164810.98
1770,145153.0
1771,136588.85
1772,133423.64
1773,138320.84
1774,134277.28
1775,132821.25
1776,124965.08
1777,117911.0
1778,131233.5
1779,119088.88
1780,177411.5
1781,130822.0
1782,100621.56
1783,134765.82
1784,100062.44
1785,116540.17
1786,149240.55
1787,168372.35
1788,65029.77
1789,100011.06
1790,87672.98
1791,177562.86
1792,154894.5
1793,146199.5
1794,141878.5
1795,139377.5
1796,128900.84
1797,116455.01
1798,125608.63
1799,116671.5
1800,129619.5
1801,126818.34
1802,146046.53
1803,155670.75
1804,142521.67
1805,133219.0
1806,117545.18
1807,139245.28
1808,122768.0
1809,126348.91
1810,146101.21
1811,115077.63
1812,108409.47
1813,119960.3
1814,101819.09
1815,62647.29
1816,101230.18
1817,134099.25
1818,145986.23
1819,119909.78
1820,85120.5
1821,122990.5
1822,153297.09
1823,72498.76
1824,142709.91
1825,140914.78
1826,101940.72
1827,109103.88
1828,134220.24
1829,117290.3
1830,135990.05
1831,161743.04
1832,121479.5
1833,146761.0
1834,132498.07
1835,164055.74
1836,132643.54
1837,106816.92
1838,134250.87
1839,89550.61
1840,167977.37
1841,141602.12
1842,94512.95
1843,144185.3
1844,142672.7
1845,149195.24
1846,159003.0
1847,155197.24
1848,68669.22
1849,119330.9
1850,130801.21
1851,154946.24
1852,126407.37
1853,139914.03
1854,163199.65
1855,161245.34
1856,221248.8
1857,176135.05
1858,142313.34
1859,123342.38
1860,154522.56
1861,123504.58
1862,273913.71
1863,266420.83
1864,266420.83
1865,323767.04
1866,321759.73
1867,234725.06
1868,298965.2
1869,198032.96
1870,245425.3
1871,246767.15
1872,172665.03
1873,230723.7
1874,135487.14
1875,205927.59
1876,198466.57
1877,212850.36
1878,206804.56
1879,132174.5
1880,137915.7
1881,243951.02
1882,258742.91
1883,200403.0
1884,214815.08
1885,252356.8
1886,295188.28
1887,204605.5
1888,279817.56
1889,169814.07
1890,134059.25
1891,145688.33
1892,110926.39
1893,135184.77
1894,134753.43
1895,147387.0
1896,123728.0
1897,123129.71
1898,115361.5
1899,138431.95
1900,136457.06
1901,164337.06
1902,138962.96
1903,202651.96
1904,138332.33
1905,187570.9
1906,153671.34
1907,205680.3
1908,120731.64
1909,132804.37
1910,125653.5
1911,200020.82
1912,274432.62
1913,147505.25
1914,74671.58
1915,321637.84
1916,74039.22
1917,252909.34
1918,134805.93
1919,157698.6
1920,165190.08
1921,409518.73
1922,341559.88
1923,196173.5
1924,219525.82
1925,225948.78
1926,382675.73
1927,138750.5
1928,156235.77
1929,128455.0
1930,136426.0
1931,143170.3
1932,140482.37
1933,176513.9
1934,177341.29
1935,175047.27
1936,186993.68
1937,181733.5
1938,172866.9
1939,258626.02
1940,192805.36
1941,178223.5
1942,190591.3
1943,198834.85
1944,316881.23
1945,363174.45
1946,166509.56
1947,305480.75
1948,171877.59
1949,236104.66
1950,180443.8
1951,248457.76
1952,234785.53
1953,166126.0
1954,203513.58
1955,131419.74
1956,283610.53
1957,165200.5
1958,315653.12
1959,144697.69
1960,114325.65
1961,125163.54
1962,95756.5
1963,103868.0
1964,113310.87
1965,149620.08
1966,145787.75
1967,295285.68
1968,422440.02
1969,379274.69
1970,419822.41
1971,421583.45
1972,361458.26
1973,272035.02
1974,321131.6
1975,466791.72
1976,286928.38
1977,361702.32
1978,349488.22
1979,315685.99
1980,197775.27
1981,332829.39
1982,235190.12
1983,221723.93
1984,167975.95
1985,217302.33
1986,211207.16
1987,174914.63
1988,178070.62
1989,190354.05
1990,221165.13
1991,220826.45
1992,216499.87
1993,174978.36
1994,239767.9
1995,183472.17
1996,261843.96
1997,314865.91
1998,348141.94
1999,257201.44
2000,295963.74
2001,272212.81
2002,245279.3
2003,262643.91
2004,278237.91
2005,229945.83
2006,221024.48
2007,249461.97
2008,206825.94
2009,195193.4
2010,192946.41
2011,144032.9
2012,175920.07
2013,180669.82
2014,194315.0
2015,196224.7
2016,198031.19
2017,206974.65
2018,124239.24
2019,130509.83
2020,120099.0
2021,117773.14
2022,176103.32
2023,151760.22
2024,242065.1
2025,345896.96
2026,182223.91
2027,152193.87
2028,152438.28
2029,171565.85
2030,268580.73
2031,237629.56
2032,256964.35
2033,255618.81
2034,161862.33
2035,206361.98
2036,185551.5
2037,190269.5
2038,299731.78
2039,210622.25
2040,342756.56
2041,278272.82
2042,207070.58
2043,169232.2
2044,169180.24
2045,205699.3
2046,142136.05
2047,152726.72
2048,134331.93
2049,139711.99
2050,176759.34
2051,107284.0
2052,135536.5
2053,143872.25
2054,86810.09
2055,162843.26
2056,135967.04
2057,124125.0
2058,223964.25
2059,135250.09
2060,158539.75
2061,172383.0
2062,135341.83
2063,113119.08
2064,136994.48
2065,117439.93
2066,175498.96
2067,139237.08
2068,139216.4
2069,90685.0
2070,110579.8
2071,95999.42
2072,128270.5
2073,140282.0
2074,170025.61
2075,143096.0
2076,122024.01
2077,147929.62
2078,129376.16
2079,130754.25
2080,115880.88
2081,120841.5
2082,137787.38
2083,142514.87
2084,110257.16
2085,132148.41
2086,124212.91
2087,122366.83
2088,105781.63
2089,91847.11
2090,138775.24
2091,122075.24
2092,128807.37
2093,137961.08
2094,128806.73
2095,145969.62
2096,88488.97
2097,95513.8
2098,142450.0
2099,64935.75
2100,116118.2
2101,123352.58
2102,137554.33
2103,106783.38
2104,133694.82
2105,132527.5
2106,83710.3
2107,214899.9
2108,119289.12
2109,115940.28
2110,129763.68
2111,156552.0
2112,137103.37
2113,115549.42
2114,113195.33
2115,153846.72
2116,114727.26
2117,144656.01
2118,122921.08
2119,108030.6
2120,118077.75
2121,111854.05
2122,100790.02
2123,96348.62
2124,180390.25
2125,132515.53
2126,161619.18
2127,154038.37
2128,134885.42
2129,108509.93
2130,145522.21
2131,155820.5
2132,120595.91
2133,120339.71
2134,122761.79
2135,110236.71
2136,89963.86
2137,122986.15
2138,141575.56
2139,152992.33
2140,136311.75
2141,143313.1
2142,138585.38
2143,145271.34
2144,127090.09
2145,135280.08
2146,155608.58
2147,170781.93
2148,130744.34
2149,146998.99
2150,210635.11
2151,120999.95
2152,175711.0
2153,158661.25
2154,113979.0
2155,130483.24
2156,248606.44
2157,239833.9
2158,236832.5
2159,214224.05
2160,170323.35
2161,246393.8
2162,410605.65
2163,345248.13
2164,266558.62
2165,189087.02
2166,144488.5
2167,206080.44
2168,208884.0
2169,192235.32
2170,220235.13
2171,146312.76
2172,143596.26
2173,156441.87
2174,238769.02
2175,298439.94
2176,320798.6
2177,257016.04
2178,216666.34
2179,145993.0
2180,208198.02
2181,197407.33
2182,229114.55
2183,193508.84
2184,138616.0
2185,135949.07
2186,147839.74
2187,149144.03
2188,154283.14
2189,204060.08
2190,86085.51
2191,88924.08
2192,100297.19
2193,100192.5
2194,105851.5
2195,114213.95
2196,109804.78
2197,116613.01
2198,154179.49
2199,162333.56
2200,131196.0
2201,130164.41
2202,185689.84
2203,161103.64
2204,173671.3
2205,114727.31
2206,132310.75
2207,210346.45
2208,234832.53
2209,193173.48
2210,122621.34
2211,115198.5
2212,115444.59
2213,103912.0
2214,141792.02
2215,101760.83
2216,142997.43
2217,84015.49
2218,92862.5
2219,76624.92
2220,81787.94
2221,322507.84
2222,255882.42
2223,283422.31
2224,222206.74
2225,142469.05
2226,191329.12
2227,206939.2
2228,279263.23
2229,235966.26
2230,163914.33
2231,212746.3
2232,184474.9
2233,179002.49
2234,251006.56
2235,222911.48
2236,280870.24
2237,371352.17
2238,209338.63
2239,119384.02
2240,162917.95
2241,155715.52
2242,137318.5
2243,129529.88
2244,91498.0
2245,96111.6
2246,142497.25
2247,104682.0
2248,122211.83
2249,125760.0
2250,136947.5
2251,131657.03
2252,181175.5
2253,160855.96
2254,177841.14
2255,189954.65
2256,179850.1
2257,203792.53
2258,170946.92
2259,177820.0
2260,156165.0
2261,187726.02
2262,211306.68
2263,335474.45
2264,433138.97
2265,166957.13
2266,278843.96
2267,357959.68
2268,361184.53
2269,162737.4
2270,178912.83
2271,232161.3
2272,202336.06
2273,164557.64
2274,173301.9
2275,165776.0
2276,167923.37
2277,186163.92
2278,153362.91
2279,126631.33
2280,117633.48
2281,179791.39
2282,186571.35
2283,97988.5
2284,106820.91
2285,143812.6
2286,128143.83
2287,332176.32
2288,272301.46
2289,375533.51
2290,409233.48
2291,313907.47
2292,408502.46
2293,445789.9
2294,388962.99
2295,449077.06
2296,280472.49
2297,319214.33
2298,328917.0
2299,384911.96
2300,323453.74
2301,292492.13
2302,239543.43
2303,245547.07
2304,245510.14
2305,186421.44
2306,186526.83
2307,192977.29
2308,220049.52
2309,280910.69
2310,219752.97
2311,198416.19
2312,176851.79
2313,175768.55
2314,178324.25
2315,174420.29
2316,198079.32
2317,180174.71
2318,178201.73
2319,178407.58
2320,177053.15
2321,254572.76
2322,168701.77
2323,173555.58
2324,170815.13
2325,212479.53
2326,170062.15
2327,215467.0
2328,222574.1
2329,182390.55
2330,175194.65
2331,345948.85
2332,373403.12
2333,310315.27
2334,264427.27
2335,257218.32
2336,321188.39
2337,204610.57
2338,267257.89
2339,229834.0
2340,394070.17
2341,218783.85
2342,240941.66
2343,220286.5
2344,243694.02
2345,243616.83
2346,216640.36
2347,197271.08
2348,229546.75
2349,169274.86
2350,295813.25
2351,267337.4
2352,244153.63
2353,255271.14
2354,131140.0
2355,152676.3
2356,152052.4
2357,202162.76
2358,199789.4
2359,123575.49
2360,121389.5
2361,137100.6
2362,273286.3
2363,140568.71
2364,152828.0
2365,216162.34
2366,182300.07
2367,216158.97
2368,207707.83
2369,215845.54
2370,170982.75
2371,171867.73
2372,186518.02
2373,266294.88
2374,291132.84
2375,243984.59
2376,269864.85
2377,344447.04
2378,140732.71
2379,193426.02
2380,146401.5
2381,159740.62
2382,187640.19
2383,207692.55
2384,248809.8
2385,154508.83
2386,142458.0
2387,136273.5
2388,111728.57
2389,129793.21
2390,141976.32
2391,137272.6
2392,114024.06
2393,159164.4
2394,147627.75
2395,200314.0
2396,150658.32
2397,203324.24
2398,126039.0
2399,66565.37
2400,63908.66
2401,118729.33
2402,135673.25
2403,133791.0
2404,148861.0
2405,160438.0
2406,135778.5
2407,129504.0
2408,138763.05
2409,136394.3
2410,163951.13
2411,123729.08
2412,150420.67
2413,138734.75
2414,133339.46
2415,132802.2
2416,126842.36
2417,130786.58
2418,126387.21
2419,129874.63
2420,123984.61
2421,148599.5
2422,122680.01
2423,127061.3
2424,152633.62
2425,218147.78
2426,132982.21
2427,137432.1
2428,168800.5
2429,116504.5
2430,129648.75
2431,118329.66
2432,136433.25
2433,145081.5
2434,144383.75
2435,149895.0
2436,109148.58
2437,113650.31
2438,123077.09
2439,114926.64
2440,122981.75
2441,103754.54
2442,107078.91
2443,116894.27
2444,130246.5
2445,93064.0
2446,131354.55
2447,199602.61
2448,149072.68
2449,116903.0
2450,149789.09
2451,131446.52
2452,223009.37
2453,100626.16
2454,125232.74
2455,107526.26
2456,133994.68
2457,118261.18
2458,118248.34
2459,113416.5
2460,140800.26
2461,112946.58
2462,133559.84
2463,118493.64
2464,165533.27
2465,132466.29
2466,117855.35
2467,142010.41
2468,96479.54
2469,92141.04
2470,183023.7
2471,202343.36
2472,169488.59
2473,116074.25
2474,111523.32
2475,226343.78
2476,110592.11
2477,133441.5
2478,158835.33
2479,116330.68
2480,145738.34
2481,129401.5
2482,135298.2
2483,118811.49
2484,128044.19
2485,125354.16
2486,149173.5
2487,194818.98
2488,146854.9
2489,151514.49
2490,152172.5
2491,93296.08
2492,190589.04
2493,139945.04
2494,161243.53
2495,105883.4
2496,225182.78
2497,147233.62
2498,116530.17
2499,95826.19
2500,131692.15
2501,135160.05
2502,142022.4
2503,108238.5
2504,180501.99
2505,225510.48
2506,253701.17
2507,321600.51
2508,253265.65
2509,220144.77
2510,228340.68
2511,184176.01
2512,213877.49
2513,218873.41
2514,236751.07
2515,148132.7
2516,166042.36
2517,130030.42
2518,143120.89
2519,226605.87
2520,210622.5
2521,196053.75
2522,218039.31
2523,132589.5
2524,141616.57
2525,149741.34
2526,142614.86
2527,117126.49
2528,129124.0
2529,132355.0
2530,116576.76
2531,246776.86
2532,226709.71
2533,202816.2
2534,244686.77
2535,294900.41
2536,234839.06
2537,225751.78
2538,183598.81
2539,184370.75
2540,179449.9
2541,180499.41
2542,169864.54
2543,132401.1
2544,131046.05
2545,134285.32
2546,144399.0
2547,141357.14
2548,156937.24
2549,158274.56
2550,405039.83
2551,145749.0
2552,126530.45
2553,89026.08
2554,122501.24
2555,110872.16
2556,107368.55
2557,117168.35
2558,160260.39
2559,134143.26
2560,130047.29
2561,126424.04
2562,127377.61
2563,141845.6
2564,175449.9
2565,132163.78
2566,146511.5
2567,129205.97
2568,188823.56
2569,190525.5
2570,123155.61
2571,179871.5
2572,170333.75
2573,218530.66
2574,280143.12
2575,124797.5
2576,134545.4
2577,158108.47
2578,98120.6
2579,83326.94
2580,137092.34
2581,133215.66
2582,122901.3
2583,278869.94
2584,161763.37
2585,197623.65
2586,209592.05
2587,193126.41
2588,143529.83
2589,147228.92
2590,215982.73
2591,206612.89
2592,228613.58
2593,254591.49
2594,168366.14
2595,206007.14
2596,346114.77
2597,196826.87
2598,266996.18
2599,327990.42
2600,164544.22
2601,142313.42
2602,87295.5
2603,93262.5
2604,86225.5
2605,82244.0
2606,146153.8
2607,179503.5
2608,193688.9
2609,163424.19
2610,115472.5
2611,144237.5
2612,151046.38
2613,126899.5
2614,125255.33
2615,150973.5
2616,135912.33
2617,176230.76
2618,177687.0
2619,216615.5
2620,183769.55
2621,184140.6
2622,187374.5
2623,243445.75
2624,277346.67
2625,309538.21
2626,166439.59
2627,176322.0
2628,405898.71
2629,514463.68
2630,344808.95
2631,440840.87
2632,402027.15
2633,305740.37
2634,381707.87
2635,152611.47
2636,190783.78
2637,170890.79
2638,256673.39
2639,182728.5
2640,154218.5
2641,110391.83
2642,198198.62
2643,108340.0
2644,133196.0
2645,100159.04
2646,93154.0
2647,100168.0
2648,135999.0
2649,140024.66
2650,140155.75
2651,148387.28
2652,416927.25
2653,248351.26
2654,256721.33
2655,375471.57
2656,323262.71
2657,317872.05
2658,270425.19
2659,299706.37
2660,327638.64
2661,336331.53
2662,355053.04
2663,290806.88
2664,270311.89
2665,320482.63
2666,282731.22
2667,169677.38
2668,178591.39
2669,177016.8
2670,287334.66
2671,180085.59
2672,183038.28
2673,209368.09
2674,208489.02
2675,165146.13
2676,187232.74
2677,197343.55
2678,269448.13
2679,281218.96
2680,276677.48
2681,382557.06
2682,322091.68
2683,513570.9
2684,304272.81
2685,327822.62
2686,259666.72
2687,328081.87
2688,225137.9
2689,211345.92
2690,438476.24
2691,194751.62
2692,137235.4
2693,194105.83
2694,134594.65
2695,192159.66
2696,186270.75
2697,192758.83
2698,205646.65
2699,180787.95
2700,171041.04
2701,159057.07
2702,121723.71
2703,132036.1
2704,144552.5
2705,125586.33
2706,121140.75
2707,127723.68
2708,137044.5
2709,112751.5
2710,127738.42
2711,270856.72
2712,358471.09
2713,172986.17
2714,150786.52
2715,170989.96
2716,157289.66
2717,184109.35
2718,239925.45
2719,153157.39
2720,161659.18
2721,143293.5
2722,165482.87
2723,142625.6
2724,130173.0
2725,137074.25
2726,143065.0
2727,163416.5
2728,167366.64
2729,158309.17
2730,144569.8
2731,118150.5
2732,116395.08
2733,159165.5
2734,150293.77
2735,133407.75
2736,144784.48
2737,124547.75
2738,136140.56
2739,159133.0
2740,132454.08
2741,146048.0
2742,152374.5
2743,151452.5
2744,149393.9
2745,136468.75
2746,133479.1
2747,152348.67
2748,132187.25
2749,128260.83
2750,133648.35
2751,127457.33
2752,233351.13
2753,150313.5
2754,211771.55
2755,126556.25
2756,94552.11
2757,83623.05
2758,84767.48
2759,156559.71
2760,144613.57
2761,147745.5
2762,145742.75
2763,182026.5
2764,168047.94
2765,247880.64
2766,136892.16
2767,92602.0
2768,134202.55
2769,130406.09
2770,148337.0
2771,120474.08
2772,123659.5
2773,167294.51
2774,134751.3
2775,135462.95
2776,143682.09
2777,146966.75
2778,115868.54
2779,141978.31
2780,112147.61
2781,102112.1
2782,101668.49
2783,105947.69
2784,128525.62
2785,147008.95
2786,78744.33
2787,117196.62
2788,92400.26
2789,186114.96
2790,97973.26
2791,122021.58
2792,79668.29
2793,174783.75
2794,102884.83
2795,119875.54
2796,102956.17
2797,185894.08
2798,121880.34
2799,124051.55
2800,81308.43
2801,113065.51
2802,131633.64
2803,155069.15
2804,143230.33
2805,102710.8
2806,93489.5
2807,153318.5
2808,150007.0
2809,134032.5
2810,134598.28
2811,159357.64
2812,146669.97
2813,152256.15
2814,155561.34
2815,106056.93
2816,234020.34
2817,138332.24
2818,133845.5
2819,170981.75
2820,137743.24
2821,109101.3
2822,186292.63
2823,243783.66
2824,179815.02
2825,154546.07
2826,133641.51
2827,141156.87
2828,231924.8
2829,204693.63
2830,232441.99
2831,191332.08
2832,234713.17
2833,288489.71
2834,212234.45
2835,217686.55
2836,191572.66
2837,159389.32
2838,145421.5
2839,182013.05
2840,196505.75
2841,202924.89
2842,220027.24
2843,146187.39
2844,159208.32
2845,124190.0
2846,216529.74
2847,201065.85
2848,214144.6
2849,216527.83
2850,284362.86
2851,237156.95
2852,226848.8
2853,239604.16
2854,140335.0
2855,202921.32
2856,210337.19
2857,187853.84
2858,199127.45
2859,134532.99
2860,126248.08
2861,134874.84
2862,196090.5
2863,125480.08
2864,261166.77
2865,144351.33
2866,136723.9
2867,90866.93
2868,121908.66
2869,124323.24
2870,147420.4
2871,100797.19
2872,64238.07
2873,106256.73
2874,134837.34
2875,114131.4
2876,157079.43
2877,141897.47
2878,170942.06
2879,139903.25
2880,106483.04
2881,152387.68
2882,158495.59
2883,174021.35
2884,185615.33
2885,185665.16
2886,197760.93
2887,103569.97
2888,123579.25
2889,65927.93
2890,82879.98
2891,133389.05
2892,70325.37
2893,114328.26
2894,66436.65
2895,306383.13
2896,291649.95
2897,200537.22
2898,148567.78
2899,227565.37
2900,160030.5
2901,187581.74
2902,192843.82
2903,349273.2
2904,343947.96
2905,119896.04
2906,199880.26
2907,115909.04
2908,126670.08
2909,143479.65
2910,83477.0
2911,85754.5
2912,152857.42
2913,88801.43
2914,83059.0
2915,83945.0
2916,86904.43
2917,160937.96
2918,119215.58
2919,228392.46
